id_usuario,cep,estado,bairro,rua,numero,complemento
67fc5223-4d11-4887-9657-a49ca55c9782,24313242,RR,de Minas,Área Pires,9287,Bloco B
a613e621-c9b1-4331-92c6-e353abb29547,61415-848,AP,do Sul,Sítio Nathan Vieira,4594,
57e0aab7-8889-413f-a0f9-84fc506a10cd,23802800,MT,do Norte,Quadra de Viana,257,Apto 12
544fcc86-ed38-4699-8440-c33d9c1b77c3,57076-761,SP,do Oeste,Vila Borges,6526,
e93ef85e-d95d-4ada-8e44-89f078616be6,94456-233,RJ,das Pedras,Lago de Monteiro,3940,Bloco B
541da273-c9e5-4479-9ab7-af85dcd954b4,20685002,PI,do Oeste,Praia Santos,5436,Bloco B
81f7b0b4-549f-4d57-aea6-5d798a8f480a,53846-826,BA,do Galho,Condomínio Gabriela Campos,1285,Casa 2
30188d15-71fe-4c75-8ae5-5d828b163065,58586-735,PA,do Oeste,Praia Bernardo Aparecida,3804,
3c8fec95-03b0-4ce4-bc89-b6871e8020eb,05314-766,SP,das Flores,Loteamento de Garcia,9759,Bloco B
7e97ead2-e0a9-46e2-9756-f124e268897d,12345,AC,da Serra,Vereda Campos,4479,
7eb8fa55-e0b2-43a3-adc9-e6ebef01b8d9,16115-363,PB,de Goiás,Via de Nogueira,8039,Apto 12
f3538b13-749f-4fd3-b13f-d0e6545dd1bd,50174-496,MG,do Galho,Distrito Milena das Neves,7076,Apto 12
593d24cc-5f71-427b-bf00-dbf556542903,01693-770,RO,Verde,Quadra Lucas da Mata,6228,
a61bf579-3fff-47f5-b15f-d3c8ea4e3404,01541029,MA,do Amparo,Aeroporto Guerra,4038,
15dd61a3-3a67-496b-91c8-dd4827fa6799,03887-536,BA,do Norte,Via Alves,6226,Apto 12
f67c410d-f251-40cc-ac1b-17dcec2751e5,94556-416,MT,do Campo,Pátio Pietra Alves,5910,
ed592995-a6e6-4867-9549-5956be2795dc,92554264,MA,da Prata,Ladeira de Pacheco,7287,Casa 2
ca6ac500-23f7-4f0b-8fe9-fa6aba7ddd7b,10012-556,AM,da Serra,Largo Joana Aragão,2171,
d3246fce-4d50-4def-ae7c-527876ac0897,88740-470,PB,do Galho,Lago de Almeida,9126,Bloco B
f80f3ac6-35a9-49d4-837e-d6beecde3ce4,20320-014,AP,do Galho,Vila Luana Mendes,5799,
3a9ab173-29bd-4f58-b91b-857e1d5a1091,61335551,SE,do Galho,Residencial Marques,5316,Bloco B
e1b7405c-33a1-413b-b35d-ef5432c4922c,75796-944,PA,da Praia,Esplanada Cunha,6354,
7aaedb71-8b03-4147-93c4-35da66bd7b62,22989-722,PI,da Prata,Quadra Pereira,3978,Apto 12
407bfadf-773c-4f1b-a749-7856b814233f,55676980,CE,do Campo,Estrada Vieira,2275,Casa 2
5154cf6c-133f-4292-896f-d5ea2195e296,38503943,PR,da Prata,Rua de Sampaio,2391,
3af37780-e774-48ef-91c2-725b6b8fba7b,69646463,GO,de Minas,Recanto Gustavo Nunes,6900,Casa 2
87efb38c-47fc-48d7-b52c-29776ce80453,96016898,AP,do Campo,Loteamento da Mota,5917,Casa 2
e1c7a606-ffb3-4b6f-bc85-07190c52ad12,90666336,,do Norte,Sítio Caldeira,9729,
ca45fb89-b918-42e8-b0bd-eb0a4d628eae,04028370,PB,de Goiás,Sítio Aparecida,1753,Apto 12
a564d0fa-7cd9-4288-94b9-d45c6f99293c,35428-905,MG,Alegre,Área de Cunha,5444,Bloco B
351e40cf-6d49-4f0d-80c5-ea0ea2cc9441,97162-762,MT,Grande,Vila da Costa,7213,Casa 2
597cbdc2-39d8-4044-98de-20dc5188c30f,90743932,TO,do Amparo,Vale Isadora Duarte,9739,Apto 12
1e9b6193-bea8-4ad5-8467-242765a32f4f,32176365,RN,do Campo,Condomínio Caroline Machado,3291,Bloco B
35dd782f-9ca5-4975-adc8-3ed7e4c5dc3a,26260916,MG,do Amparo,Parque de Nunes,5229,Casa 2
a932d364-5c93-42f7-894b-b9b9bd4cc5a6,35870953,RS,Verde,Trevo Cavalcante,8045,Apto 12
968fbc85-7318-4da6-92d0-a24a760a1ace,86859-148,GO,dos Dourados,Parque Ísis Souza,6438,Casa 2
768ff7c6-b207-4c91-869c-b3aa9fbb5a22,67428-787,RJ,da Serra,Via Luiz Felipe Alves,3274,Apto 12
636d8ad5-0ed8-4b14-8e5d-c94df85af3ae,41477658,PI,do Oeste,Trevo Anthony Gabriel Vargas,441,Bloco B
5e847167-21a2-468b-ac88-6f6e69f94308,05261-548,sao paulo,Verde,Avenida de Andrade,7184,
f04b0293-412c-4b30-9fef-22f019c87aaf,20213303,TO,da Mata,Passarela Fernanda da Mata,1134,Bloco B
fab3d970-a4de-4a2b-9aa0-9afe17506f3e,31315-268,BA,da Serra,Aeroporto Costa,4962,Apto 12
b749a3ce-c9c3-4ef2-a8c0-41648ebe76f3,49994-683,BA,Grande,Vale Mendes,6933,Bloco B
f2ecbf95-c320-4289-84d8-2e08ade07e13,44763245,RN,de Minas,Distrito Hellena Sales,7852,Bloco B
0eca536d-aff0-4600-95af-3c29e5cbb020,53310-629,RR,de Minas,Parque de Pimenta,6854,
fe4d90da-48e4-43ce-a48a-74a0d0aa83ab,40011-584,MS,do Galho,Colônia Novaes,8797,
ad8179cc-62e1-4c70-8e85-dfc4fea19127,02016-229,ES,de Goiás,Morro Monteiro,5817,Apto 12
162b9816-0279-46ca-9a85-7641584cf8e8,76375621,AL,da Praia,Quadra Aylla Souza,9228,Bloco B
439fe817-23c9-47dd-8579-3f9e3de55963,12345,SE,do Sul,Lago de Cardoso,7053,
a3b8e233-4201-49c3-be5f-04a8766e6ab2,44861018,AM,do Galho,Alameda de Moraes,4240,Apto 12
708f9f22-729b-4e70-837b-ec2e6079479b,35984548,PE,Paulista,Área Yan Farias,9143,Apto 12
1a7b1b5a-0db5-4f1b-adcc-2495d5e61332,33494-714,MG,da Serra,Rua Caio Mendonça,7587,Apto 12
44ab65ea-4f46-4e38-9be1-0b4f8bdea120,07115-918,AC,da Praia,Quadra Camargo,7910,
f6190cfc-e463-4ad9-98af-c2b532a8d152,40121449,AP,do Galho,Conjunto Gonçalves,1902,Apto 12
6815754c-475b-4628-a4fd-0b02307b9c3d,12335-121,MT,da Mata,Rua de da Paz,7461,Apto 12
42b2d7f1-3753-47c4-9fe7-affe1d68328a,82498-921,MS,da Praia,Favela de Gomes,7802,
524b0d46-1804-4eb2-93a1-1f237f5ebd18,87225988,RR,da Serra,Rodovia Macedo,7413,Casa 2
4b89da12-9ff3-4809-a638-92175bf30757,68213-347,AL,do Campo,Via de Azevedo,1886,
579c53b4-a6e4-474c-8a93-440430c1fb00,09992-826,RS,Paulista,Área de Nunes,1792,
8e196307-2d46-4f92-9ebd-2b475fcd119f,37180982,CE,Paulista,Pátio Marques,3997,Apto 12
79501361-de5f-4de8-a075-50713620000b,16090793,MT,da Mata,Praça Bryan Mendes,9173,Bloco B
d2394751-eef1-463a-ae47-90669fb3e159,,SE,de Goiás,Chácara Vitória Vargas,6637,
57a08e49-5b60-47c6-ba39-6cc013f55dee,83318-211,CE,da Prata,Pátio Eduarda Guerra,7081,Bloco B
17fb3af6-d9c2-4765-b6a4-f7cf5be27517,45949-116,RN,do Sul,Trecho de Castro,3233,Bloco B
1467c2f6-6746-472b-92fd-65e00f59d14b,84923-169,MG,Paulista,Favela de Guerra,73,Apto 12
2aad17a4-ddff-4c2d-b4ab-a268034aecff,75325181,SP,Verde,Loteamento de Souza,1026,
325e9ca7-4cff-4db6-ba63-54901a20f183,35226299,PI,do Amparo,Travessa Bernardo Fogaça,3064,Casa 2
703b2028-61da-42b2-835e-17ae2c0e3d35,01630165,PB,do Norte,Distrito Aparecida,1868,Casa 2
dbebea43-8ff2-49dc-9846-34fae83bbc40,22008-438,PR,das Flores,Travessa Paulo Andrade,8647,Casa 2
7c4f160e-dd3e-42b5-b2b7-184e6daabcc4,88088509,RN,de Minas,Pátio de Correia,6432,
f2ddd85e-ac5b-4083-8aef-8b3c65314f36,69515-130,PB,do Oeste,Chácara de Ferreira,2827,Casa 2
ae1e4430-ee72-46d1-b1b3-31f52a586932,71591-492,São Paulo,do Amparo,Colônia de Marques,2195,
5b8c37e7-2c66-4442-ab03-c9201a271504,90932929,ES,Alegre,Área Nathan das Neves,5004,
184460e9-3c85-48dd-b83b-abd99290f7ae,38419-010,RR,do Oeste,Jardim Novaes,2317,Bloco B
a7dd5067-7d00-48e2-a013-525bb69699b6,99329-612,BA,Grande,Vereda Fonseca,9418,Bloco B
a60d799d-22a6-457a-b8c0-f7679771bcfe,60073-952,PR,do Oeste,Setor Isaac Ramos,8805,Apto 12
83f8ccf4-5b73-4cf4-a022-c3c68973d37f,24260293,PR,da Prata,Vereda Fernandes,4733,Apto 12
2ddfc087-7176-4c87-9f72-38793d6f8042,39829-144,TO,do Galho,Vale Henry Gabriel Nascimento,7390,
5f6fd1a5-ee14-405e-b782-81de2abe129f,55763-999,AC,do Sul,Trevo Bryan Câmara,7940,
921168a0-67bb-4006-b138-df4070938167,18073-585,TO,Grande,Sítio Isabel Novaes,6291,Bloco B
7556efa1-5ea2-485c-9b8d-0db9b603c362,91040909,PR,do Oeste,Favela de Nunes,6810,Bloco B
0181a31b-554e-4a5f-8a92-bf44d2b2c92c,39222-153,AP,da Praia,Núcleo de Cassiano,9264,
313b8053-b1e3-4bab-a545-385f3db8b02a,62510-610,ES,do Campo,Ladeira de Borges,4786,
47a14dba-6a21-4999-bb28-5c1c07975198,21914-447,PI,da Praia,Rua de Caldeira,4730,Apto 12
ae016ff9-aab2-4688-ae81-21b0803e4b9f,55900643,RJ,da Mata,Rua de Monteiro,8116,
61b17fa1-9b7a-4222-9fc7-2fc6920f50de,78149-025,GO,da Praia,Conjunto Mariah das Neves,8899,Casa 2
3d2ecaa3-5ef1-4207-a18a-9c3a508f83f1,31048-401,SP,Grande,Avenida de Sampaio,682,Bloco B
aa18bfb1-9849-486d-801b-efeb6f547f02,05409402,PA,da Mata,Ladeira Emilly Nunes,1678,Apto 12
66fc3426-d708-40cc-8d0f-a240c9760b05,72252-324,AL,de Minas,Colônia de Freitas,7369,Casa 2
6c154991-61ce-4785-8d2f-6eadbf111854,77188980,TO,do Norte,Sítio Moura,1426,Bloco B
1d94bd42-5e71-494f-8acd-13beb8098ff8,95407-360,AM,da Praia,Viaduto Agatha Nascimento,3883,
b155f1e3-d19b-4f8d-b0a3-090b8b5502a1,17093392,SC,das Pedras,Quadra Fogaça,9633,Casa 2
cb8fbd80-0308-4c0c-8f83-29b26855a0d4,80643361,RN,Grande,Ladeira Rebeca Moura,7016,
49466255-acd6-437d-9f57-11d0f43d6323,38042493,BA,Paulista,Trevo Raquel Dias,3386,Apto 12
565488c3-e882-4ab4-be7a-9375f500c490,97240-304,RJ,do Norte,Parque Gonçalves,5748,Casa 2
9187bdb6-68d6-4566-91e2-acaeed3c2cc9,85372-679,CE,da Praia,Fazenda Gustavo Gomes,5303,Casa 2
a4d838a3-4a2e-4b05-8ea8-3fa7cb3f8179,91780-790,GO,das Flores,Área Lopes,8429,
292bb220-036e-4b4f-a61f-20a771a26bd3,21081-451,SP,do Amparo,Campo de Pacheco,6744,
f0d5b4d5-4377-487b-915b-d924788ce2ef,cep-invalido,BA,Grande,Residencial Marques,2175,
c03bdaa8-82ce-4a93-9cb1-422e27583b36,58066-950,RR,Verde,Esplanada Cassiano,5278,Apto 12
25ead986-f00d-4cca-a861-de24f091eed7,92114927,RO,de Goiás,Esplanada de Pereira,6435,Bloco B
b84bd53d-d357-4118-9c56-b7ce1b0dff8c,84678-288,RS,da Serra,Pátio de Almeida,4403,Bloco B
0b2bc424-f5c2-44e1-a363-602f502cc38c,65111-231,AP,do Oeste,Jardim Martins,1526,Bloco B
2060b559-e25b-4032-9581-83b02e087b05,78941349,GO,das Pedras,Condomínio Sá,6047,Bloco B
46559c73-30c7-452b-afd9-62d5e19889a5,12345,RJ,do Amparo,Área Fonseca,41,
5b64995e-c65a-4dc0-9f20-61a83d011783,58282-517,SC,Grande,Viaduto Pinto,1527,
c772418e-72ed-4bd6-83e5-a97eb7653079,81261-739,PB,do Norte,Via Azevedo,5870,
2fe1ed7b-aafe-4c4f-a2d2-16329971a2f8,21843277,MG,do Sul,Trevo de Aparecida,3569,Bloco B
6f27e6bb-4ad7-471f-a5f7-2c1975b33c31,28298-610,PR,Verde,Travessa Eduardo Freitas,4400,
1b2dd7b6-3405-4357-985b-c3297ab9e7eb,76435-694,MA,do Campo,Residencial de Cunha,5534,Apto 12
f2fe047e-05e7-41dc-8638-a28b751a5985,78605-925,PR,da Mata,Esplanada Aylla Nascimento,5632,
accc1073-f559-4f22-836a-bbe1d96e5559,47938374,RS,da Praia,Avenida de da Mata,7530,
bd02346a-3bfd-4c61-8c61-cf0ad95d6268,54234521,CE,da Praia,Estrada de Lopes,7231,Bloco B
ec93a99f-f073-4c5e-9e70-06e24bd89116,05134236,PA,de Goiás,Alameda Ramos,3315,Apto 12
não-é-um-uuid,38337-383,MA,do Sul,Parque de Silva,2605,
não-é-um-uuid,37212-532,GO,Verde,Avenida de Ribeiro,1530,
afa0701b-7e12-47a1-ac91-23c239a80cd9,72348-878,GO,da Praia,Fazenda Theodoro Vasconcelos,1351,Casa 2
3f798cbd-bb95-43b4-a9d3-e15399062695,44889485,RS,do Campo,Lago Novaes,2712,
40799b25-de63-4f77-ba5b-9f6232d316a1,88702549,MA,da Praia,Rua Heitor Siqueira,3837,Bloco B
a3db6e75-0cf5-40b9-a8bc-5fdace465867,87413861,RR,do Galho,Parque de Duarte,1560,
ed98790a-a3a5-49a1-9fae-8fca520f01f9,94704-378,AP,do Amparo,Morro Rocha,2175,Apto 12
33f0bd04-3613-4e03-9128-bf7564c40026,05661792,PB,das Pedras,Ladeira Maria Monteiro,153,
33dff960-a3ea-4ece-9881-599c9f7d2966,23972779,TO,Alegre,Viela Lima,1976,Bloco B
aa02b1ef-9e35-48c2-9132-9b974de01be2,54486-877,PR,Alegre,Vereda Oliver Camargo,1161,Apto 12
8c3b664a-5025-4e2d-9863-bef81acb57fe,22118869,SC,das Flores,Colônia Lorena Cavalcante,1679,
824f7697-956a-4013-85e2-55471b97c7db,92476-562,MA,do Campo,Área Aparecida,2247,Bloco B
9afb7070-2815-496b-9aea-fc3df1684e9a,32834-140,SP,Grande,Morro Levi Câmara,2182,Apto 12
05a45426-450a-42df-abd8-b5304902220b,91384291,RJ,das Pedras,Condomínio Isabela Sá,139,Apto 12
d55614b8-7154-4068-a80e-7daa7d06d74a,78207741,SC,do Oeste,Condomínio de Albuquerque,3491,Apto 12
0b27666e-8c65-4cba-92f8-6f6e19e34351,32771664,,do Norte,Trevo Freitas,3560,
66a33445-d132-40a8-99d5-c9513631ef84,41629204,AM,Grande,Residencial de das Neves,2294,
1359e630-694d-44c4-8e85-a731b453cfa9,82644-124,MG,das Flores,Jardim de Aparecida,5760,Bloco B
dd07d804-b048-4f07-98ad-f80053430514,66694-191,BA,do Sul,Quadra Souza,4060,Casa 2
a6541fb4-d23c-443f-a48a-9171790881f5,18903-990,ES,das Flores,Recanto Aparecida,9067,Casa 2
8b2b3da0-971a-43ba-b7a0-ad55a5d9dba8,35638338,RR,do Sul,Pátio Caldeira,440,Casa 2
634b9191-a625-4ace-9362-766de41ae745,33391-855,RN,do Sul,Vila de Lopes,8349,Apto 12
25b9cc98-a1e0-4ddb-83d7-7b88efb16c06,12667874,MA,Grande,Quadra Pacheco,895,Apto 12
9761b533-3a6a-4e4f-8f0b-c601c64db241,22180113,AM,do Sul,Vale da Cunha,3950,Bloco B
b8d9efd9-0f92-4f54-8f2d-d60fbfc6d64c,10176070,AP,das Flores,Trevo Vieira,8656,
3538ca85-bbfe-42d9-aea7-37ca9fbd0e8e,12345,BA,Alegre,Jardim de Almeida,6338,
b07a6d57-ffc6-411a-855f-1147a28e4d55,82476-289,RJ,das Flores,Passarela de Pacheco,6896,
b9e7472c-94b5-40ea-9a4e-32c7b90220a2,10876-685,RO,da Serra,Setor Maitê Camargo,2831,Bloco B
82f7910e-a5f4-42b4-9a75-77f6803732c9,,AC,de Goiás,Quadra de Câmara,9624,
0184d6fe-9528-4e34-a8e9-c1e37ff65eea,06920640,GO,da Mata,Condomínio Caldeira,3535,
babfa43b-cd7c-4b78-a1e3-d6db82b70e26,36564-129,,do Amparo,Conjunto Fernandes,8301,
dcc88dec-d9d3-485a-8091-394dc9e4f91e,39088833,RR,Verde,Feira de Fonseca,8210,Bloco B
d9671f93-986d-4029-bb51-a434c0013ec1,46552-409,MG,Paulista,Aeroporto Rafaela Nascimento,1351,Apto 12
637a414d-5d54-46b2-82b9-e33d9cdd5457,32938341,MA,Verde,Recanto Ana Luiza Cunha,1295,Apto 12
f22dbc96-5384-4892-abd5-60042bec92f0,,PI,de Goiás,Largo Vicente Castro,5354,
5a4eb125-5e14-41a4-83b1-8e1526c26e11,32936-833,RS,do Amparo,Chácara Nunes,1084,Casa 2
074cd185-2cd6-469b-b012-568f9a438f33,10312-485,SC,da Serra,Trecho Machado,3910,
cc2b837f-b0fb-41c2-a71b-2df1185fda33,27456846,PA,dos Dourados,Lagoa Júlia Nogueira,1901,Bloco B
981f2645-eb76-4164-a7f5-a73eeca752e2,37102740,AL,das Flores,Residencial de Ribeiro,5068,Apto 12
365883ed-0872-43f9-9341-3f1acee383b0,83858-229,RR,Paulista,Chácara da Paz,2249,
14665e0e-818c-4ada-9a4d-eab7dabfaec0,68692-474,MS,Verde,Vereda Noah Castro,8569,Casa 2
870463c0-bc50-4f64-ad8b-1af3b0788515,60782390,BA,da Serra,Travessa Duarte,4404,
1f0878dd-662b-49cb-a9e5-58cf596c8e1a,50357574,AC,de Goiás,Parque de Costa,5489,Bloco B
7519af66-2cd2-41b8-88e7-8d24602bdf63,55739595,AP,das Pedras,Parque Nicole Albuquerque,4309,
a21e62a0-6b97-4153-a126-254c74234b75,46658-678,PE,do Oeste,Condomínio João Gabriel Fernandes,5901,
0dab3d6c-e7f2-4480-873f-71aefd2f4941,79490-714,RJ,da Mata,Sítio Pinto,2735,Casa 2
75e0b4bc-3c09-492d-a78f-5113a7706358,58558-231,SP,da Prata,Quadra Aragão,1686,
16c49ca4-7fec-4320-9d8f-f8a753b581dc,64522703,PE,Grande,Avenida de Caldeira,43,
d8088511-e521-4fd4-b162-7ac23020a7a3,10976828,AC,do Oeste,Trevo Pietra Gomes,4007,
1629ab73-8ea3-4c28-b862-20a2bf68fe24,27062947,MS,Alegre,Ladeira Natália Campos,6275,Apto 12
e1e7fa8a-eb14-4ad2-bc0c-42b5835bab14,99043-508,AL,de Goiás,Área de da Costa,9059,Bloco B
f8780816-c478-4c7b-9c56-161d2dad9de8,11749-429,ES,do Norte,Sítio Pereira,6820,Casa 2
c36a8178-6c92-40db-bfaa-a2eb1741f825,28293-297,AP,da Praia,Via Anna Liz Sampaio,9365,Casa 2
1553dff2-058e-4e50-93d9-12d3234e8d84,91989-192,RO,do Campo,Lagoa de Rezende,863,Apto 12
5b0be430-8b92-41f4-bc4c-60ff37b1b702,07325923,PE,do Oeste,Trecho Silveira,753,Bloco B
7ea89826-9aac-4358-bd86-4aa93eaf85a7,69752649,PB,do Campo,Núcleo de Fernandes,4626,Casa 2
d31b7899-9d24-4602-9738-b55efbaf55d1,60926688,PI,da Serra,Praça Maya Moura,7484,
583616f2-5b00-46b3-9cf1-8b98638fe383,87687-690,MA,do Amparo,Campo de Leão,9238,Casa 2
6ab724ef-9a3d-46d1-adee-aaca6ed9556f,85384170,ES,do Oeste,Lago de Pinto,7601,Casa 2
9a139f64-8672-41f7-9f74-984843c3ead3,46575-111,PR,de Goiás,Chácara Davi Miguel Viana,3202,Apto 12
4bc2788a-bcb1-40ab-9240-395d63e31bc4,02351-103,PA,da Praia,Pátio de Gonçalves,392,Apto 12
3b5a1886-b747-430d-bed7-c97784813dd5,57056982,RS,do Campo,Área de Pires,158,Casa 2
59ac19a3-7648-4bd5-a7e1-f2462106c373,77075247,RO,Grande,Alameda Cardoso,6165,Casa 2
fe318e9d-f5c7-4321-af43-d07195656d3d,18083249,PE,das Flores,Fazenda Henry Gabriel Moura,3903,Bloco B
bc0b43b3-2e84-45f2-add7-3c1643c9d3ba,01518-339,AL,da Mata,Quadra Camargo,2333,Casa 2
b47ca8a6-0153-449f-97c7-81cbfc60f498,60471-314,ES,do Galho,Alameda de da Mota,8516,Bloco B
7ab14548-f5f1-4e1e-97d8-f3120ec2ab2b,49418869,MS,dos Dourados,Jardim Allana da Costa,7512,
64a0d809-4bdc-4858-966e-ab660be2b68d,68834042,PE,da Prata,Sítio Leão,2188,Bloco B
1268dd91-afda-48e2-9f9d-e618eb8caa71,03243059,RJ,da Serra,Lagoa Machado,1021,Bloco B
33e90c24-939a-45fa-9871-caeb294b67a9,74313857,BA,do Norte,Campo Sales,3880,Casa 2
1c36a4b1-881c-4eab-8026-c977890e0421,98676-861,MT,do Amparo,Parque da Paz,6439,Casa 2
77215c79-fcba-49bf-9473-3b6a9202f1b6,50479-937,GO,da Praia,Avenida Maria Cecília Nogueira,3828,
71acf56a-15e4-47fe-ba22-ea94aa898af0,56346-464,sao paulo,dos Dourados,Morro Nicole da Cunha,9580,
09c6dc32-033d-43d7-a160-023372daa391,00523875,AM,Alegre,Praça Freitas,2694,Bloco B
df08ebd6-2f89-4473-87f4-2a68c8947dbe,96006679,PA,Verde,Alameda de Farias,1979,Casa 2
dca2ed38-b414-43c4-8f4a-7cb2b33544ac,,PB,da Mata,Chácara Luan Siqueira,5052,
6b7f1db8-1c27-4b29-b630-d0ebe4afec6d,55608-096,AM,Verde,Esplanada Luna da Mata,1482,Apto 12
e29c2062-4a78-49f5-bb96-00fd766ed411,40846-096,MA,do Sul,Distrito Rafaela Moraes,9885,
67153d48-ed92-4ff4-814c-d58ddf38185a,82524-122,MT,do Oeste,Núcleo de Almeida,2431,
10701e4e-94f8-43db-8504-4830c313547d,72466-971,MS,da Serra,Sítio Macedo,6493,
96e4d794-76fe-4d08-943a-eb8f7f4cdda9,46571-133,GO,da Praia,Pátio Montenegro,2849,
472f5369-d9f7-41cc-aa39-cbbe178f2fc7,12345,PI,Grande,Lago da Paz,9014,
052bd61c-737c-4a17-8a89-cce9eb6e87d2,96963825,PB,do Campo,Trecho Ana Carolina Guerra,1670,Apto 12
c0127ff6-c26f-4ac1-b996-08c2c367582b,30670-990,AL,da Prata,Vereda Lucas Barros,3642,Apto 12
ed265d75-cb82-414d-a662-d3fae0f95765,09289-379,MG,do Norte,Viaduto Melo,6099,
cd9aa53e-5214-42d8-b94e-0fb7ec91edeb,24676-239,GO,do Sul,Estação de Sales,1229,
baa6c248-b5fd-422b-8d3b-cb17d95832e9,,RS,das Flores,Condomínio Pedro Lucas Pacheco,7266,
911636ba-0507-4166-b9ad-dcc594fba3ea,50128184,AP,do Galho,Estação de Moura,5433,
cc5c2d7c-fa30-4b21-8b5d-2fd9bbd55fcf,89815401,PB,do Campo,Condomínio de Carvalho,830,Apto 12
587db6ab-9d94-483b-96ab-a8a2ca798588,80663-473,,Verde,Via Farias,6472,
fdbafdb0-b00a-4051-8120-81740161b918,22355-922,MG,Verde,Ladeira Ferreira,6991,Apto 12
9ab6792a-7054-45b4-baec-04ada21bd921,46203748,CE,das Flores,Via Câmara,4506,Casa 2
06552b77-8f9d-4fea-a504-af55c038a815,80076-266,BA,Paulista,Condomínio de Cardoso,568,Apto 12
569135e6-7222-4fdc-8800-85caaad3fd40,09574-952,PR,Grande,Via Gomes,6751,Bloco B
f6783742-1fa2-45fd-9d5a-301c4eb755a1,10898-187,GO,da Serra,Campo de Silva,6276,Apto 12
44be934b-1f02-4458-846c-63dcd61d75da,94484089,RS,da Serra,Avenida de Fogaça,8615,Apto 12
812c0a6f-f892-4f1f-9caa-192f009a6625,64859644,SE,de Goiás,Residencial José Pedro Casa Grande,8908,
a461e287-2e6b-4b28-b609-4d6f192d34aa,cep-invalido,MS,do Oeste,Avenida de Peixoto,7860,
97b40795-93a2-4d69-8366-3e868b801892,47695-246,PR,do Amparo,Rua Fernando Sousa,5637,Casa 2
b41a2cc6-f5ff-4130-92be-cac79ca7a0bd,20218959,CE,da Serra,Núcleo de Ferreira,428,Casa 2
f98cd01e-34e1-4347-b667-a0545ba8b5f0,13143309,AC,da Serra,Passarela Mathias Rocha,4603,
d15b7a88-344d-4188-97f1-7a3ce0805c25,91860999,PR,Verde,Morro de Souza,8675,Casa 2
40c6f99a-f4c0-485a-9f83-34d824ec4200,73159040,ES,da Serra,Chácara Raquel Câmara,2616,
5637bbe2-8a7d-4939-a832-8bc61527d332,92133-150,ES,do Galho,Distrito Maria Clara da Cunha,4367,
8d9e9aa0-4edf-428e-9b42-0dfcba3e662b,81355505,ES,do Sul,Estrada Beatriz Rodrigues,9433,Bloco B
295217b3-8e3e-4e8a-b3b7-459f098b025d,54345486,TO,dos Dourados,Viela Silva,2847,Apto 12
f2e02b52-0227-4666-a3a4-aec97650ecc5,78056-048,MT,da Prata,Largo José Pedro Farias,5879,
12f81c9e-5521-4aac-82eb-9bb271625289,47902446,MS,das Flores,Favela Matheus Barros,9301,Apto 12
603cd66d-d510-4532-965a-326ba900a792,09943123,DF,Alegre,Área de da Conceição,8065,Casa 2
d48fac4d-b067-4126-a4c8-74b60e01b666,22443-514,AL,da Praia,Área de Cunha,1479,
8b242445-2e6c-4b25-b521-7da2432a52ff,82211953,ES,das Pedras,Chácara Alves,327,Bloco B
3edfceb5-42ae-448e-bec0-9a891b9e854a,84634-918,RN,dos Dourados,Feira Isaac Martins,3301,Apto 12
c6825a5e-35e1-48fe-b103-efc8aa6a0014,36231-802,CE,do Galho,Feira de da Rosa,5302,
71c76817-fa3c-4111-a773-3e4284973861,97702749,RJ,de Goiás,Via Marques,2321,
e3334f15-bb5f-4f89-a32a-30ce7af2cfe9,06640-989,MS,do Sul,Loteamento Leão,1189,
f3518de3-82da-47a5-a497-4ece9b9805ba,95969-565,RO,Alegre,Lagoa de Vieira,6482,
842b1df0-856f-4c71-b63f-b9e648b3cec8,44714842,MT,do Oeste,Praia Leão,2236,Apto 12
1abf9b12-9b92-47ba-ad5b-1d95aa510552,97409521,PA,Alegre,Estação Melissa Ribeiro,7983,Casa 2
f6768274-2c64-4193-ad83-992d2eba385e,09443494,PI,da Praia,Viela Guilherme Campos,5847,Apto 12
0e199063-9dd3-40d3-ac47-5601f18cfc37,68983-621,TO,Verde,Colônia Gael Henrique Sousa,2873,Bloco B
868de75b-c456-4018-b849-91110f447d75,66674612,RR,do Norte,Parque de Cavalcanti,4826,Apto 12
90d03afb-93de-4f97-92a4-402a8739a492,96755101,AC,Alegre,Viaduto Sá,9386,Bloco B
56d9990e-3290-4bab-87e8-e8d40341c0de,80278228,SP,do Galho,Lagoa Ribeiro,9298,
56aa1de3-8562-4e3a-87a0-990d02b9ffe4,07663-190,RN,do Sul,Conjunto de Abreu,5214,Apto 12
a25a932a-16ff-40cc-9172-dc79512fb7bc,48725-057,AM,dos Dourados,Loteamento Pedro Silveira,8130,Apto 12
d2ce4e88-7de5-45f6-80b2-cf5413e951a6,10904-255,AP,de Goiás,Travessa Lucca da Rocha,3900,Casa 2
bb1053f6-227e-4b17-a812-8d9aecd4d95f,,RS,Verde,Parque de Vieira,1454,
c377864d-85d0-4e29-aa6b-c5bec5bac6f2,38134013,RO,das Pedras,Largo de Moreira,5501,
fc679f02-0d1b-4925-97c4-18a086f1e21e,99060731,GO,da Prata,Favela Liz da Costa,3436,Apto 12
b8e0dc5c-7acf-4c4f-a3c6-2a000c1a1f1a,42662983,MS,de Goiás,Via Raquel Lima,4206,
07c3ec58-0abb-44a4-84ff-6cf1c2fa9eb7,42457204,AL,dos Dourados,Praça Marques,6324,Bloco B
